,date,,topic,,,,subject,,,,,,워드포럼,,,텔레그램,,,,유튜브(내부용),,,,유뷰브(외부용),,,,,,
순번,방송 일자,분류,국가,도시,나이,성별,이름(한글),이름(영문),구분,러닝타임,파일명,소개글,업로드 일자,제목,URL,업로드 여부,업로드 일자,시간,문구,업로드 일자,제목,URL,공개여부,공개 일자,시간,제목,URL,썸네일 문구,제목 문구,비고
